# Original catalog: COSMOS2015_Laigle+_v1.1.fits.gz
# 
# Selected: 0 < ip (after correction) < 25.0,
#           ip_FLAGS < 4,
#           TYPE == 0,
#           PHOTOZ > 0,
#           CLASS == 0
# 
# Observe with: Single fibers
# 
# Date: 20 Jul 2021
# 
#  NUMBER  ALPHA_J2000  DELTA_J2000 PHOTOZ  MASS    SFR       u   u_err       B   B_err       V   V_err       r   r_err       i   i_err       z   z_err
   665052 149.45000119  2.309002788   1.48 10.89  -1.10   27.08   -1.00   27.63   -1.00   26.37    0.33   25.84    0.20   24.44    0.09   23.53    0.06
   665181 150.68399822  2.309845712   0.96 10.28  -1.28   27.20   -1.00   26.66    0.29   25.39    0.14   24.54    0.07   23.40    0.04   22.56    0.02
   665198 150.33365312  2.309392184   0.93 10.75  -1.25   26.51    0.39   25.79    0.14   24.39    0.07   23.45    0.04   22.29    0.02   21.45    0.01
   665260 149.97605010  2.310253264   0.93 10.11  -1.45   27.45   -1.00   26.73    0.28   25.64    0.17   24.78    0.08   23.69    0.04   22.90    0.03
   665306 149.90330671  2.310146430   1.19 10.40  -1.59   27.24   -1.00   27.75   -1.00   27.31    0.62   25.59    0.14   24.47    0.07   23.46    0.04
   665397 150.26653287  2.310001752   1.16 10.78  -1.21   27.33   -1.00   26.24    0.20   25.66    0.18   24.54    0.07   23.40    0.04   22.28    0.02
   665493 150.57297926  2.309745847   1.11 10.68  -0.22   25.46    0.16   25.26    0.10   24.97    0.11   24.54    0.07   23.75    0.05   22.81    0.03
   665680 150.67422613  2.309031497   0.54 10.76  -1.00   25.37    0.16   24.09    0.05   22.80    0.03   21.87    0.02   20.97    0.01   20.53    0.00
   665688 150.33097277  2.310832282   1.09 10.37   1.29   27.05    0.62   26.14    0.17   25.51    0.14   24.79    0.08   23.86    0.04   23.16    0.03
   665705 150.58775573  2.308654235   0.67 10.88 -16.40   26.23    0.34   24.76    0.08   23.19    0.04   22.37    0.02   21.23    0.01   20.71    0.00
   665796 150.64834406  2.309015194   0.57 10.18   0.14   24.73    0.10   24.02    0.05   23.31    0.04   22.59    0.02   21.88    0.01   21.51    0.01
   665879 150.02813538  2.310403784   0.86 10.12  -1.02   26.26    0.26   25.96    0.17   24.90    0.11   24.22    0.06   23.07    0.03   22.42    0.02
   665927 149.46261913  2.307937037   0.54 10.66 -16.62   25.51    0.20   24.27    0.06   22.90    0.03   21.96    0.02   21.04    0.01   20.63    0.00
   665970 149.91259252  2.307904225   1.03 10.86  -0.70   25.37    0.19   25.09    0.10   24.22    0.08   23.34    0.04   22.27    0.02   21.42    0.01
   665976 150.77657300  2.308638959   0.95 11.30  -0.04   25.86    0.32   25.35    0.14   24.54    0.10   23.57    0.05   22.39    0.02   21.34    0.01
   666122 149.98687914  2.311249786   0.96 10.25  -1.75   27.39   -1.00   26.90    0.34   25.77    0.20   24.90    0.10   23.67    0.04   22.91    0.03
   666171 150.31464006  2.311471798   0.97 10.51  -0.61   27.31   -1.00   26.46    0.23   25.96    0.20   25.11    0.10   23.99    0.05   23.10    0.03
   666346 150.00426064  2.311873429   0.95 10.03  -1.54   27.52   -1.00   27.06    0.37   26.05    0.23   25.00    0.10   23.97    0.05   23.14    0.04
   666408 149.64550403  2.310990243   0.86 10.78  -0.34   26.05    0.28   25.86    0.20   25.04    0.15   24.11    0.08   22.86    0.03   22.05    0.01
   666454 150.68404875  2.309304464   0.98 11.01  -1.56   27.08    0.76   25.74    0.16   24.39    0.08   23.36    0.04   22.14    0.02   21.16    0.01
   666621 149.59858216  2.310091915   0.83 11.06  -2.23   25.53    0.20   25.08    0.10   23.59    0.05   22.68    0.02   21.38    0.01   20.69    0.00
   666686 150.18587189  2.308403701   0.46 10.77  -0.57   24.75    0.07   23.56    0.04   22.30    0.03   21.44    0.01   20.64    0.01   20.18    0.00
   666759 150.74750726  2.312574287   0.06  7.27  -4.78   26.29    0.34   25.41    0.13   24.59    0.09   24.31    0.08   23.78    0.07   23.74    0.07
   666770 150.07940127  2.311870657   1.08  9.96   1.15   27.58   -1.00   27.16    0.42   26.70    0.42   25.72    0.19   24.71    0.10   23.93    0.09
   666822 150.31938345  2.312689328   0.86  9.74  -0.73  -99.97  -99.90   26.65    0.27   26.71    0.39   26.03    0.20   24.67    0.09   24.25    0.10
   666828 149.55020921  2.310703534   0.29  9.16  -2.90   25.83   -1.00   26.12   -1.00   23.52    0.13 -101.15  -99.90   23.09    0.11   23.00    0.10
   666866 150.21149483  2.313099982   0.07  6.81  -8.77   27.03    0.54   25.84    0.15   25.10    0.12   24.86    0.09   24.42    0.07   24.48    0.13
   666888 150.52830035  2.311085392   1.13 10.93 -12.01   27.15   -1.00   26.36    0.25   25.43    0.16   24.64    0.08   23.45    0.04   22.35    0.02
   667021 150.27181527  2.311720857   0.50 10.23  -0.46   25.46    0.16   24.53    0.06   23.42    0.04   22.61    0.02   21.91    0.01   21.44    0.01
   667111 149.49311540  2.310778743   1.18 10.98  -1.01   26.37    0.42   26.08    0.21   25.30    0.16   24.16    0.06   22.99    0.03   21.91    0.01
   667123 150.18800727  2.312361590   0.24  8.23  -1.99   26.75    0.42   26.44    0.29   25.99    0.30   25.43    0.19   24.66    0.15   24.48    0.15
   667187 149.78332441  2.308376378   0.35 10.77  -0.90   23.69    0.04   22.59    0.02   21.31    0.01   20.53    0.01   19.91    0.01   19.55    0.00
   667192 149.74652411  2.312266026   1.18 10.65  -0.48   26.03    0.27   25.60    0.13   25.16    0.13   24.35    0.07   23.33    0.04   22.27    0.02
   667193 150.37769724  2.310401867   0.38 10.22 -12.72   24.61    0.07   23.42    0.04   22.17    0.02   21.40    0.01   20.79    0.01   20.44    0.00
   667233 149.51915194  2.311021433   0.76 10.74  -1.25   24.96    0.13   24.68    0.08   23.38    0.05   22.51    0.02   21.33    0.01   20.85    0.01
   667259 150.35597127  2.311586761   1.14 10.19  -0.66   26.56    0.50   26.35    0.25   25.92    0.23   24.89    0.10   23.93    0.06   23.13    0.04
   667335 149.46351060  2.311142147   0.53 10.70  -0.85   25.08    0.12   24.08    0.05   22.78    0.03   21.84    0.02   20.98    0.01   20.57    0.00
   667346 150.19109986  2.310450157   0.74 10.81 -12.13   26.09    0.21   25.25    0.11   23.69    0.05   22.84    0.03   21.54    0.01   20.97    0.01
   667371 150.65715610  2.314351073   0.32 10.26  -1.03   24.36    0.15   23.21    0.05   21.97    0.03   21.34    0.02   20.72    0.01   20.42    0.01
   667387 149.95197302  2.312964093   1.09 10.78   0.31   26.21    0.29   25.78    0.13   25.16    0.12   24.57    0.07   23.75    0.04   22.66    0.02
   667497 150.31027990  2.313456281   1.52 11.01   1.33   26.41    0.36   25.64    0.13   25.02    0.10   24.79    0.08   24.01    0.05   23.37    0.04
   667505 149.57015506  2.311956849   1.10 11.39   0.91   26.27    0.42   25.74    0.16   25.03    0.13   24.22    0.07   23.12    0.03   21.94    0.01
   667587 149.83686989  2.313170635   0.36  9.27  -1.65   25.63    0.20   24.97    0.09   24.05    0.06   23.45    0.04   22.93    0.03   22.66    0.02
   667610 150.65579630  2.312834651   1.25 10.55  -1.44   27.05   -1.00   26.72    0.43   26.56    0.53   25.38    0.23   24.11    0.07   23.40    0.05
   667650 149.75579221  2.313631807   0.15  8.36  -2.56   25.03    0.13   24.65    0.08   23.85    0.06   23.40    0.04   22.99    0.03   22.79    0.03
   667687 150.24629935  2.313639176   1.09 10.83  -0.07   26.57    0.38   25.92    0.16   25.57    0.16   24.88    0.09   23.81    0.05   22.82    0.03
   667693 150.31876303  2.311571094   0.66 10.96   0.48   25.73    0.24   24.81    0.08   23.63    0.05   22.74    0.03   21.61    0.01   20.98    0.01
   667863 149.98263203  2.313752787   0.89 10.23  -2.34   27.41   -1.00   27.76   -1.00   25.96    0.22   24.82    0.09   23.61    0.04   22.81    0.03
   667943 149.57492834  2.313458439   1.16 10.85  -1.14   27.10   -1.00   26.22    0.24   25.86    0.23   24.37    0.07   23.24    0.04   22.13    0.02
   667967 149.97966532  2.314115735   0.94  9.97  -1.60   27.40   -1.00   27.28    0.46   25.93    0.22   25.31    0.13   23.98    0.05   23.36    0.05
   668001 149.83541595  2.312313802   0.38 10.04  -0.86   25.06    0.12   24.12    0.05   22.94    0.03   22.19    0.02   21.58    0.01   21.20    0.01
   668010 149.83991092  2.312597203   0.34  9.16  -7.29   26.31    0.43   24.91    0.09   23.75    0.05   23.09    0.03   22.52    0.02   22.31    0.02
   668075 149.50756454  2.311753831   1.41 10.59  -0.26   25.31    0.18   25.41    0.16   26.35    0.67   24.95    0.20   24.02    0.11   23.30    0.06
   668115 150.27904993  2.313168052   0.11  8.39  -2.34   24.28    0.06   23.51    0.04   22.68    0.03   22.37    0.02   22.02    0.02   21.80    0.01
   668237 150.65882222  2.312944083   0.32 11.10 -20.51   22.24    0.01   21.16    0.01   19.83    0.01   19.17    0.01   18.55    0.00   18.20    0.00
   668269 149.93651821  2.313761482   1.20 10.75  -0.38   26.05    0.28   25.50    0.12   25.01    0.11   24.12    0.06   23.13    0.03   22.13    0.01
   668301 149.97959740  2.314727282   0.81  9.68 -15.43   27.44   -1.00   27.74   -1.00   26.99    0.51   26.32    0.28   24.89    0.11   24.25    0.10
   668316 149.96334625  2.313888593   0.30  8.99  -1.86   24.95    0.09   24.32    0.06   23.24    0.04   22.85    0.03   22.42    0.02   22.17    0.02
   668382 150.24951016  2.312124828   0.39 10.50  -1.17   24.66    0.08   23.49    0.04   22.21    0.02   21.43    0.01   20.79    0.01   20.38    0.00
   668398 150.02998198  2.314854078   0.93 10.81  -1.76   27.53    0.75   26.10    0.18   24.59    0.08   23.60    0.04   22.36    0.02   21.47    0.01
   668415 149.80364940  2.310779026   0.47 10.44  -1.55   24.32    0.07   23.19    0.04   22.06    0.02   21.18    0.01   20.51    0.01   20.15    0.00
   668468 150.04227828  2.314812069   0.36  8.81  -2.48   26.70    0.30   26.13    0.16   25.85    0.20   24.88    0.08   24.06    0.06   24.00    0.07
   668607 150.54265451  2.313343078   0.82 10.62  -1.38   25.55    0.19   25.17    0.11   23.99    0.06   23.19    0.03   21.99    0.02   21.41    0.01
   668646 150.63696731  2.312619826   1.20 11.07  -2.21   27.07   -1.00   26.87    0.40   26.01    0.25   24.66    0.09   23.25    0.04   22.20    0.02
   668680 149.44909917  2.314701937   0.99 10.02  -1.12   27.12   -1.00   26.82    0.32   26.08    0.26   25.18    0.12   23.98    0.06   23.20    0.04
   668800 149.65031954  2.313121143   0.98 10.80  -0.76   25.44    0.18   25.07    0.10   24.05    0.07   23.30    0.04   22.11    0.02   21.35    0.01
   668832 149.79778899  2.312511539   0.33 10.10  -7.65   23.61    0.03   22.68    0.02   21.43    0.02   20.81    0.01   20.32    0.01   20.00    0.00
   668838 149.47241484  2.315386451   1.37 10.69  -1.30   27.16   -1.00   27.49    0.55   26.52    0.37   25.67    0.16   24.43    0.09   23.48    0.05
   668888 149.65824113  2.312838733   0.80 10.52  -2.81   24.86    0.10   24.44    0.06   23.21    0.04   22.29    0.02   21.22    0.01   20.81    0.01
   668900 150.06749944  2.313973223   0.34  8.60  -6.98   27.16    0.53   26.05    0.18   24.89    0.11   24.34    0.07   23.88    0.06   23.56    0.06
   668906 150.69169622  2.313771794   0.80 10.87 -12.07   25.79    0.25   25.45    0.13   23.94    0.06   23.09    0.03   21.77    0.01   21.10    0.01
   669126 149.89322877  2.316719988   0.09  6.72  -6.01   26.83    0.55   26.15    0.17   25.23    0.12   24.96    0.09   24.64    0.08   24.49    0.11
   669170 150.12850371  2.314666162   0.21  8.90  -7.54   24.70    0.06   23.83    0.04   22.74    0.03   22.35    0.02   21.93    0.01   21.67    0.01
   669183 150.67360029  2.316564422   0.26  8.23  -3.82   27.23   -1.00   27.68   -1.00   26.16    0.24   25.85    0.20   24.97    0.12   24.62    0.14
   669278 149.91510797  2.315602484   1.70 11.18  -0.38   26.09    0.28   26.22    0.19   25.43    0.14   25.09    0.11   24.09    0.06   23.20    0.04
   669290 149.65985054  2.315367800   0.96 10.39  -1.18   26.89    0.63   26.24    0.23   25.40    0.16   24.32    0.07   23.14    0.03   22.31    0.02
   669308 150.14797334  2.310806274   0.48 11.04   0.13   23.08    0.02   22.35    0.02   21.34    0.02   20.49    0.01   19.79    0.01   19.38    0.00
   669322 150.06553653  2.314551464   0.37  9.94  -1.18   24.77    0.06   23.87    0.04   22.77    0.03   22.12    0.02   21.56    0.01   21.24    0.01
   669409 150.16879738  2.315470195   0.85 10.78  -0.36   24.64    0.06   24.36    0.06   23.33    0.04   22.54    0.03   21.41    0.01   20.78    0.01
   669481 149.94126447  2.315396603   0.95 11.00   0.52   25.93    0.25   25.55    0.12   24.76    0.09   23.95    0.05   22.79    0.02   21.96    0.01
   669507 150.09475186  2.313648210   0.38 10.45  -1.53   24.77    0.07   23.50    0.04   22.21    0.02   21.45    0.01   20.81    0.01   20.43    0.00
   669509 149.97842860  2.315343916   0.92 10.64  -0.93   26.38    0.33   25.78    0.15   24.43    0.09   23.51    0.05   22.33    0.02   21.56    0.01
   669552 150.65669427  2.311315627   1.68 11.23   0.09   25.81   -1.00   25.72    0.64   24.67    0.31   23.77    0.17   23.17    0.09   23.09    0.13
   669634 149.84067189  2.313201991   0.36 10.44 -16.83   24.18    0.06   23.00    0.03   21.74    0.02   20.95    0.01   20.36    0.01   20.01    0.00
   669699 150.23695812  2.315123342   0.85 10.36  -1.21   26.01    0.22   25.73    0.14   24.56    0.08   23.85    0.05   22.54    0.02   21.93    0.01
   669704 150.06316039  2.317758912   0.41  8.15  -4.58   27.36   -1.00   26.95    0.38   26.05    0.26   25.61    0.18   24.70    0.11   24.90    0.24
   669710 149.98362218  2.317809887   0.95 10.11  -1.01   27.32   -1.00   27.63    0.33   26.24    0.17   25.78    0.12   24.58    0.05   23.61    0.03
   669785 150.09540890  2.317687526   0.23  7.86  -2.88   27.43    0.68   26.84    0.30   25.91    0.21   25.45    0.13   24.97    0.12   24.82    0.17
   669809 150.65882884  2.313591042   0.32 11.20  -5.69   22.17    0.02   20.95    0.01   19.61    0.01   18.96    0.01   18.34    0.00   17.99    0.00
   669854 149.98675374  2.315723445   0.94 10.11  -1.45   27.20   -1.00   26.56    0.30   25.52    0.19   24.78    0.10   23.63    0.05   23.02    0.04
   669879 150.08266159  2.315674335   0.88 10.42  -0.48   26.05    0.20   25.46    0.11   24.81    0.10   24.17    0.06   23.22    0.03   22.51    0.02
   669888 149.98363503  2.316213924   0.90 10.71   0.16   24.81    0.09   24.60    0.07   24.05    0.07   23.47    0.04   22.57    0.02   21.83    0.01
   669919 149.79046680  2.317619249   0.09  7.00  -9.44   26.77    0.56   25.99    0.18   25.31    0.14   24.78    0.09   24.63    0.11   24.48    0.13
   669923 150.70065965  2.317458412   1.09  9.99  -1.57   27.22   -1.00   26.99    0.38   26.88    0.45   25.89    0.19   24.66    0.10   23.80    0.07
   669967 149.98596530  2.316412278   0.93 11.33  -4.84   26.58    0.43   25.56    0.13   24.17    0.07   23.09    0.03   21.83    0.01   20.90    0.01
   670044 150.66642162  2.315854257   1.24 10.98  -0.58   26.60    0.53   25.67    0.18   25.07    0.14   24.20    0.08   23.00    0.04   21.95    0.01
   670051 149.53257735  2.317867535   0.97  9.78  -2.21   27.22   -1.00   27.72   -1.00   27.14    0.60   26.04    0.23   24.80    0.11   24.09    0.09
   670167 149.80436465  2.315295566   1.01  9.80  -7.94   26.22   -1.00   26.57   -1.00 -100.78  -99.90   25.99    0.52   24.86    0.29   24.57    0.34
   670233 150.03031426  2.315043046   0.96 11.11  -1.46   25.52    0.14   24.99    0.09   23.84    0.06   22.97    0.03   21.78    0.01   20.88    0.01
   670310 149.91014814  2.317456248   1.82 10.80  -0.05   26.43    0.40   26.03    0.17   25.31    0.13   25.11    0.10   24.63    0.09   24.07    0.08
   670326 149.97035566  2.316227257   0.63  9.32  -7.12   26.78   -1.00   26.46    0.38   25.88    0.35   25.24    0.19   23.97    0.09   23.53    0.09
   670362 150.18352114  2.316981774   0.85 10.45  -0.67   26.84    0.41   26.70    0.29   25.37    0.14   24.68    0.08   23.50    0.04   22.77    0.03
   670422 150.27492146  2.317329676   1.07 10.81  -0.31   26.61    0.49   26.30    0.22   25.72    0.19   24.75    0.09   23.78    0.05   22.85    0.03
   670463 150.16890048  2.316214518   0.86 10.81  -1.18   25.61    0.16   25.10    0.10   23.82    0.06   22.94    0.03   21.75    0.01   21.10    0.01
   670579 150.16505891  2.317035271   0.85 10.18  -1.81   27.30    0.63   26.68    0.28   25.23    0.13   24.50    0.07   23.25    0.03   22.58    0.03
   670602 149.95784966  2.318878961   0.11  6.86  -5.34   26.77    0.43   25.98    0.14   25.31    0.12   25.08    0.09   24.83    0.10   24.85    0.15
   670618 149.86093776  2.315587611   0.43 10.23  -1.05   24.74    0.10   23.73    0.04   22.64    0.03   21.92    0.02   21.32    0.01   20.99    0.01
   670625 150.11520273  2.318186665   1.32 10.27  -0.58   26.79    0.38   26.64    0.26   26.26    0.28   25.58    0.17   24.68    0.09   23.59    0.06
   670641 150.26521450  2.314953038   0.59 11.04  -0.51   25.28    0.15   24.27    0.06   22.96    0.04   22.06    0.02   21.01    0.01   20.46    0.00
   670653 149.99952827  2.318657573   0.85  9.81  -1.10   27.46    0.77   27.10    0.38   26.57    0.35   25.54    0.15   24.60    0.08   23.94    0.08
   670665 149.42117559  2.317261071   0.79 10.66  -0.46   26.46    0.44   25.71    0.14   24.66    0.09   23.87    0.05   22.62    0.02   22.02    0.02
   670666 149.60102921  2.318091415   1.11 10.46  -1.10   27.13   -1.00   26.13    0.20   25.93    0.24   24.76    0.09   23.66    0.05   22.63    0.02
   670694 150.76944285  2.317151780   0.53 10.38  -1.17   26.25    0.39   24.82    0.08   23.61    0.05   22.69    0.03   21.80    0.02   21.40    0.01
   670744 150.18041057  2.317432154   0.92 10.32  -1.67   27.56    0.77   27.13    0.43   25.50    0.17   24.52    0.07   23.26    0.03   22.48    0.03
   670758 150.17610563  2.317756110   0.69  9.80  -2.19   27.05    0.50   26.74    0.31   25.19    0.13   24.39    0.07   23.37    0.04   22.89    0.03
   670944 150.17488532  2.317211945   0.81 10.45  -0.67   26.94    0.46   26.21    0.21   25.35    0.16   24.52    0.08   23.24    0.03   22.65    0.03
   671038 149.98396659  2.318084854   0.92 10.72  -1.84   27.08    0.64   26.37    0.23   24.81    0.10   23.75    0.05   22.55    0.02   21.70    0.01
   671062 150.18070224  2.317636901   0.84 10.38 -12.56   27.33    0.64   26.73    0.32   25.36    0.15   24.55    0.09   23.20    0.03   22.46    0.03
   671074 149.59550451  2.317221731   0.85 10.63  -0.93   25.72    0.25   25.29    0.12   24.18    0.08   23.29    0.04   21.99    0.02   21.29    0.01
